Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Product_Base_Margin,Customer_Name,Province,Region,Customer_Segment,Order_Date,Order_Priority,Product_Category,Product_Sub_Category,Order_ID,Ship_Mode,Ship_Date
1005,16,1392,377,15,0.05,1,0.58,CHAD SIEVERT,MANITOBA,PRARIE,CORPORATE,2010-01-18,HIGH,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",50048,REGULAR AIR,2010-01-20
1006,2,1393,378,175841,0.06,18,0.57,BRIAN DERR,MANITOBA,PRARIE,SMALL BUSINESS,2011-10-12,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,50499,DELIVERY TRUCK,2011-10-13
1007,4,1394,379,2766818,0.03,47,0.55,NEIL DUCICH,MANITOBA,PRARIE,HOME OFFICE,2010-07-29,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,51041,REGULAR AIR,2010-07-30
1008,5,1395,380,68967,0.07,38,0.47,SARAH JORDON,MANITOBA,PRARIE,CONSUMER,2010-10-26,LOW,FURNITURE,OFFICE FURNISHINGS,51328,REGULAR AIR,2010-10-31
1011,3,1400,381,346597,0.08,4,0.38,MIKE KENNEDY,MANITOBA,PRARIE,SMALL BUSINESS,2011-02-19,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,51777,REGULAR AIR,2011-02-20
1011,8,1401,381,130788,0.06,13,0.46,MIKE KENNEDY,MANITOBA,PRARIE,SMALL BUSINESS,2011-02-19,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,51777,REGULAR AIR,2011-02-21
1012,3,1402,382,10451,0.04,13,0.35,MICHAEL GRANLUND,MANITOBA,PRARIE,HOME OFFICE,2010-09-24,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,51814,REGULAR AIR,2010-09-26
1013,4,1403,382,10647865,0.01,12,0.58,MICHAEL GRANLUND,MANITOBA,PRARIE,HOME OFFICE,2009-12-18,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,51975,REGULAR AIR,2009-12-22
1016,8,1406,383,13805,0.09,19,0.69,KEN HEIDEL,MANITOBA,PRARIE,CORPORATE,2011-02-16,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,52868,REGULAR AIR,2011-02-18
1017,5,1407,384,43344,0.01,29,0.46,ART FERGUSON,MANITOBA,PRARIE,CORPORATE,2012-02-26,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,53221,REGULAR AIR,2012-02-27
1028,11,1420,384,1000628,0.01,36,0.78,ART FERGUSON,MANITOBA,PRARIE,CORPORATE,2012-12-02,NOT SPECIFIED,FURNITURE,TABLES,56708,DELIVERY TRUCK,2012-12-02
1028,9,1421,384,40717,0.04,36,0.35,ART FERGUSON,MANITOBA,PRARIE,CORPORATE,2012-12-02,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,56708,REGULAR AIR,2012-12-05
1019,4,1409,385,481049,0.09,16,0.55,STEVE CARROLL,MANITOBA,PRARIE,CONSUMER,2012-05-17,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,53667,REGULAR AIR,2012-05-19
1019,3,1409,385,11236,0.08,33,0.04,STEVE CARROLL,MANITOBA,PRARIE,CONSUMER,2012-05-17,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,53667,REGULAR AIR,2012-05-19
1020,3,1410,386,5628,0.02,36,0.36,NATHAN MAUTZ,MANITOBA,PRARIE,HOME OFFICE,2009-01-22,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,53891,REGULAR AIR,2009-01-22
1021,15,1411,387,554499,0.04,43,0.78,MATT ABELMAN,MANITOBA,PRARIE,HOME OFFICE,2011-03-04,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,53955,DELIVERY TRUCK,2011-03-06
1023,6,1413,388,26059,0.09,43,0.37,NATHAN CANO,MANITOBA,PRARIE,CONSUMER,2009-06-29,HIGH,OFFICE SUPPLIES,PAPER,55429,REGULAR AIR,2009-07-01
1029,2,1422,389,19993,0.01,14,0.43,DENNIS BOLTON,MANITOBA,PRARIE,SMALL BUSINESS,2010-10-29,HIGH,OFFICE SUPPLIES,APPLIANCES,57986,REGULAR AIR,2010-10-29
1031,9,1424,390,33535,0.05,39,0.38,JOEL JENKINS,MANITOBA,PRARIE,CORPORATE,2010-05-20,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,58725,REGULAR AIR,2010-05-21
1032,2,1425,391,192583,0.09,10,0.55,MEG O'CONNEL,MANITOBA,PRARIE,CORPORATE,2009-07-26,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,902,REGULAR AIR,2009-07-29
1044,10,1441,391,390412,0.07,50,0.06,MEG O'CONNEL,MANITOBA,PRARIE,CORPORATE,2011-05-01,CRITICAL,FURNITURE,BOOKCASES,7878,DELIVERY TRUCK,2011-05-06
1044,5,1442,391,34364,0.06,41,0.49,MEG O'CONNEL,MANITOBA,PRARIE,CORPORATE,2011-05-01,CRITICAL,FURNITURE,OFFICE FURNISHINGS,7878,REGULAR AIR,2011-05-03
1045,7,1443,391,25664,0.03,42,0.54,MEG O'CONNEL,MANITOBA,PRARIE,CORPORATE,2011-05-01,LOW,OFFICE SUPPLIES,RUBBER BANDS,7878,REGULAR AIR,2011-05-08
1046,6,1445,391,22598,0.01,34,0.37,MEG O'CONNEL,MANITOBA,PRARIE,CORPORATE,2009-07-29,CRITICAL,OFFICE SUPPLIES,PAPER,8551,REGULAR AIR,2009-07-31
1046,3,1444,391,18564,0.01,25,0.04,MEG O'CONNEL,MANITOBA,PRARIE,CORPORATE,2009-07-29,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,8551,REGULAR AIR,2009-08-01
1054,3,1455,391,33022,0.07,21,0.36,MEG O'CONNEL,MANITOBA,PRARIE,CORPORATE,2012-04-04,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,15142,REGULAR AIR,2012-04-06
1033,2,1426,392,6051,0.04,15,0.57,HALLIE REDMOND,MANITOBA,PRARIE,HOME OFFICE,2012-09-05,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,2147,EXPRESS AIR,2012-09-07
1034,3,1427,393,1135,0.05,15,0.04,LIZ THOMPSON,MANITOBA,PRARIE,CORPORATE,2011-07-25,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,2306,REGULAR AIR,2011-07-27
1059,7,1464,393,7112,0.01,38,0.83,LIZ THOMPSON,MANITOBA,PRARIE,CORPORATE,2010-02-21,MEDIUM,OFFICE SUPPLIES,RUBBER BANDS,17632,REGULAR AIR,2010-02-22
1035,1,1429,394,475408,0,21,0.72,ROBERT WALDORF,MANITOBA,PRARIE,HOME OFFICE,2011-09-08,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,2823,DELIVERY TRUCK,2011-09-09
1035,8,1428,394,35743,0.08,17,0.78,ROBERT WALDORF,MANITOBA,PRARIE,HOME OFFICE,2011-09-08,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,2823,REGULAR AIR,2011-09-09
1036,17,1430,395,160132,0.04,13,0.36,HELEN ANDREADA,MANITOBA,PRARIE,CORPORATE,2009-12-16,HIGH,TECHNOLOGY,OFFICE MACHINES,3110,DELIVERY TRUCK,2009-12-18
1042,10,1439,395,74825,0.05,10,0.06,HELEN ANDREADA,MANITOBA,PRARIE,CORPORATE,2010-02-07,CRITICAL,FURNITURE,BOOKCASES,7175,DELIVERY TRUCK,2010-02-09
1056,2,1457,395,519812,0.01,48,0.57,HELEN ANDREADA,MANITOBA,PRARIE,CORPORATE,2012-10-30,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,15872,DELIVERY TRUCK,2012-10-30
1056,6,1459,395,71841,0.01,19,0.36,HELEN ANDREADA,MANITOBA,PRARIE,CORPORATE,2012-10-30,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,15872,REGULAR AIR,2012-10-31
1056,6,1458,395,18853,0,23,0.38,HELEN ANDREADA,MANITOBA,PRARIE,CORPORATE,2012-10-30,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,15872,REGULAR AIR,2012-11-01
3506,5,4856,395,83053,0.01,41,0.46,HELEN ANDREADA,MANITOBA,PRARIE,CORPORATE,2012-03-07,MEDIUM,FURNITURE,OFFICE FURNISHINGS,55651,REGULAR AIR,2012-03-10
3506,1,4857,395,7993,0,2,0.67,HELEN ANDREADA,MANITOBA,PRARIE,CORPORATE,2012-03-07,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,55651,REGULAR AIR,2012-03-08
1037,6,1431,396,26475,0.08,43,0.37,JULIA DUNBAR,MANITOBA,PRARIE,CONSUMER,2010-08-17,CRITICAL,OFFICE SUPPLIES,PAPER,3463,REGULAR AIR,2010-08-18
1040,4,1437,396,430848,0.06,4,0.06,JULIA DUNBAR,MANITOBA,PRARIE,CONSUMER,2010-12-24,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,5538,REGULAR AIR,2010-12-27
1040,11,1436,396,194031,0.03,13,0.71,JULIA DUNBAR,MANITOBA,PRARIE,CONSUMER,2010-12-24,CRITICAL,FURNITURE,TABLES,5538,DELIVERY TRUCK,2010-12-25
1040,3,1435,396,128128,0.05,43,0.37,JULIA DUNBAR,MANITOBA,PRARIE,CONSUMER,2010-12-24,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,5538,REGULAR AIR,2010-12-26
1038,11,1433,397,572324,0,37,0.69,CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,2010-11-13,NOT SPECIFIED,FURNITURE,TABLES,4034,DELIVERY TRUCK,2010-11-14
1038,5,1432,397,336724,0.07,44,0.74,CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,2010-11-13,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,4034,REGULAR AIR,2010-11-14
1049,3,1448,397,4267,0.06,10,0.37,CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,2009-09-06,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,9668,REGULAR AIR,2009-09-08
1061,8,1467,397,3333,0.03,15,0.43,CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,2011-06-05,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,20102,REGULAR AIR,2011-06-06
1062,3,1468,397,14931,0,13,0.36,CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,2010-11-21,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,21863,REGULAR AIR,2010-11-22
1062,3,1468,397,8577,0.03,27,0.36,CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,2010-11-21,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,21863,REGULAR AIR,2010-11-22
1067,1,1474,397,733345,0.07,27,0.08,CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,2009-05-16,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,24358,REGULAR AIR,2009-05-16
1039,6,1434,398,18807,0,27,0.37,BRUCE STEWART,MANITOBA,PRARIE,CORPORATE,2010-03-23,HIGH,OFFICE SUPPLIES,PAPER,4037,REGULAR AIR,2010-03-24
1052,3,1451,398,43847,0.02,14,0.35,BRUCE STEWART,MANITOBA,PRARIE,CORPORATE,2011-02-05,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,14503,EXPRESS AIR,2011-02-06
1068,8,1475,398,425651,0.03,41,0.46,BRUCE STEWART,MANITOBA,PRARIE,CORPORATE,2012-06-26,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,24386,REGULAR AIR,2012-06-28
1068,8,1475,398,50308,0.01,12,0.74,BRUCE STEWART,MANITOBA,PRARIE,CORPORATE,2012-06-26,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,24386,REGULAR AIR,2012-06-28
1068,12,1476,398,7694,0,15,0.39,BRUCE STEWART,MANITOBA,PRARIE,CORPORATE,2012-06-26,HIGH,OFFICE SUPPLIES,LABELS,24386,EXPRESS AIR,2012-06-27
1041,5,1438,399,93321,0.05,40,0.51,GUY THORNTON,MANITOBA,PRARIE,CORPORATE,2010-11-21,MEDIUM,FURNITURE,OFFICE FURNISHINGS,5863,REGULAR AIR,2010-11-22
1043,9,1440,400,26039,0.09,15,0.35,MARY ZEWE,MANITOBA,PRARIE,CORPORATE,2009-05-08,HIGH,OFFICE SUPPLIES,ENVELOPES,7364,REGULAR AIR,2009-05-10
1070,17,1478,400,1730485,0.05,36,0.38,MARY ZEWE,MANITOBA,PRARIE,CORPORATE,2012-10-14,HIGH,TECHNOLOGY,OFFICE MACHINES,25473,DELIVERY TRUCK,2012-10-16
1070,6,1479,400,79432,0.08,20,0.36,MARY ZEWE,MANITOBA,PRARIE,CORPORATE,2012-10-14,HIGH,OFFICE SUPPLIES,PAPER,25473,REGULAR AIR,2012-10-17
1047,5,1446,401,1673,0.08,1,0.48,KEN LONSDALE,MANITOBA,PRARIE,CONSUMER,2010-11-08,HIGH,FURNITURE,OFFICE FURNISHINGS,8834,REGULAR AIR,2010-11-09
1048,3,1447,401,5188,0.01,17,0.37,KEN LONSDALE,MANITOBA,PRARIE,CONSUMER,2012-08-30,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,9155,REGULAR AIR,2012-08-31
1051,8,1450,401,82424,0.01,32,0.75,KEN LONSDALE,MANITOBA,PRARIE,CONSUMER,2012-06-02,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,12292,REGULAR AIR,2012-06-02
1072,4,1482,401,1642642,0.08,44,0.56,KEN LONSDALE,MANITOBA,PRARIE,CONSUMER,2009-10-07,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,26016,EXPRESS AIR,2009-10-09
1072,8,1481,401,15494,0.09,2,0.76,KEN LONSDALE,MANITOBA,PRARIE,CONSUMER,2009-10-07,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,26016,REGULAR AIR,2009-10-09
1050,5,1449,402,69088,0.08,32,0.51,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-12-12,MEDIUM,FURNITURE,OFFICE FURNISHINGS,10242,REGULAR AIR,2010-12-13
1053,6,1453,402,29347,0.06,45,0.37,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-12-14,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,15109,REGULAR AIR,2010-12-16
1053,16,1454,402,26278,0.04,23,0.57,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-12-14,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",15109,REGULAR AIR,2010-12-15
1053,8,1452,402,23072,0.08,11,0.65,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-12-14,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,15109,REGULAR AIR,2010-12-17
1053,1,1453,402,14215,0.09,10,0.56,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-12-14,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,15109,REGULAR AIR,2010-12-16
1053,13,1453,402,887,0.06,33,0.44,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-12-14,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,15109,REGULAR AIR,2010-12-16
1055,3,1456,402,32171,0.01,6,0.39,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2010-05-30,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,15332,REGULAR AIR,2010-06-01
1069,13,1477,402,25299,0.08,37,0.47,MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,2011-08-20,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,24899,REGULAR AIR,2011-08-22
1057,5,1460,403,43698,0.07,35,0.48,BRIAN THOMPSON,MANITOBA,PRARIE,HOME OFFICE,2009-12-05,LOW,FURNITURE,OFFICE FURNISHINGS,16032,REGULAR AIR,2009-12-12
1058,1,1463,404,355529,0.09,19,0.71,HALLIE REDMOND,MANITOBA,PRARIE,SMALL BUSINESS,2010-07-22,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,16165,EXPRESS AIR,2010-07-22
1058,5,1462,404,145248,0.07,24,0.63,HALLIE REDMOND,MANITOBA,PRARIE,SMALL BUSINESS,2010-07-22,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,16165,EXPRESS AIR,2010-07-23
1058,8,1461,404,13668,0.01,4,0.75,HALLIE REDMOND,MANITOBA,PRARIE,SMALL BUSINESS,2010-07-22,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,16165,EXPRESS AIR,2010-07-24
1064,17,1470,404,140986,0.07,1,0.57,HALLIE REDMOND,MANITOBA,PRARIE,SMALL BUSINESS,2010-04-03,CRITICAL,TECHNOLOGY,OFFICE MACHINES,22022,DELIVERY TRUCK,2010-04-04
1060,5,1465,405,69109,0.08,9,0.43,JASON GROSS,MANITOBA,PRARIE,SMALL BUSINESS,2010-12-12,HIGH,FURNITURE,OFFICE FURNISHINGS,19492,REGULAR AIR,2010-12-14
1060,13,1466,405,7137,0.02,33,0.55,JASON GROSS,MANITOBA,PRARIE,SMALL BUSINESS,2010-12-12,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,19492,REGULAR AIR,2010-12-13
1063,6,1469,406,543,0.01,6,0.37,KATRINA BAVINGER,MANITOBA,PRARIE,CONSUMER,2011-12-18,CRITICAL,OFFICE SUPPLIES,PAPER,21894,REGULAR AIR,2011-12-20
1066,4,1473,406,37015205,0.05,38,0.58,KATRINA BAVINGER,MANITOBA,PRARIE,CONSUMER,2012-11-28,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,23713,REGULAR AIR,2012-12-01
1065,15,1471,407,984311,0.07,35,0.78,MARIA BERTELSON,MANITOBA,PRARIE,CORPORATE,2012-01-11,LOW,FURNITURE,CHAIRS & CHAIRMATS,22663,DELIVERY TRUCK,2012-01-11
1065,17,1472,407,719006,0.08,15,0.38,MARIA BERTELSON,MANITOBA,PRARIE,CORPORATE,2012-01-11,LOW,TECHNOLOGY,OFFICE MACHINES,22663,DELIVERY TRUCK,2012-01-16
1071,8,1480,408,16389,0.02,31,0.66,IVAN GIBSON,MANITOBA,PRARIE,CORPORATE,2009-08-06,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,25638,REGULAR AIR,2009-08-07
1071,6,1480,408,11545,0.07,12,0.39,IVAN GIBSON,MANITOBA,PRARIE,CORPORATE,2009-08-06,HIGH,OFFICE SUPPLIES,PAPER,25638,REGULAR AIR,2009-08-07
157,15,1483,409,77076,0.08,4,0.58,DOUG BICKFORD,ONTARIO,ONTARIO,CORPORATE,2010-01-16,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,26182,DELIVERY TRUCK,2010-01-16
1073,3,1484,410,27043,0.07,37,0.35,LIZ THOMPSON,ONTARIO,ONTARIO,CORPORATE,2012-08-03,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,26691,REGULAR AIR,2012-08-04
1103,13,1524,410,5175,0.05,9,0.06,LIZ THOMPSON,ONTARIO,ONTARIO,CORPORATE,2012-08-14,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,42596,REGULAR AIR,2012-08-16
1074,2,1485,411,133925,0.03,24,0.56,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2011-12-31,LOW,OFFICE SUPPLIES,APPLIANCES,27015,REGULAR AIR,2011-12-31
1075,10,1486,411,120937,0.09,8,0.65,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2009-07-03,HIGH,FURNITURE,BOOKCASES,27840,DELIVERY TRUCK,2009-07-04
1077,8,1489,411,130735,0.05,43,0.74,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2009-01-10,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,28290,EXPRESS AIR,2009-01-14
1077,1,1490,411,52358,0.01,3,0.66,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2009-01-10,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,28290,EXPRESS AIR,2009-01-12
1104,2,1525,411,77256,0.04,34,0.55,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2011-08-18,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,43424,EXPRESS AIR,2011-08-20
1108,15,1529,411,116828,0.02,22,0.56,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2011-05-22,LOW,FURNITURE,CHAIRS & CHAIRMATS,46117,DELIVERY TRUCK,2011-05-26
1113,4,1538,411,13753765,0.03,45,0.39,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2012-03-02,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,47042,REGULAR AIR,2012-03-03
1129,3,1557,411,48073,0.01,12,0.36,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2012-01-25,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,54177,REGULAR AIR,2012-01-25
1129,6,1558,411,159,0.01,25,0.37,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2012-01-25,CRITICAL,OFFICE SUPPLIES,PAPER,54177,REGULAR AIR,2012-01-27
1138,13,1570,411,35042,0.03,28,0.06,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2011-12-09,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,59200,REGULAR AIR,2011-12-11
1138,2,1569,411,17045,0.09,4,0.56,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,2011-12-09,MEDIUM,OFFICE SUPPLIES,APPLIANCES,59200,REGULAR AIR,2011-12-09
1076,5,1488,412,138188,0.09,32,0.44,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,2009-07-30,LOW,FURNITURE,OFFICE FURNISHINGS,28130,EXPRESS AIR,2009-07-30
1076,3,1487,412,40424,0.02,23,0.37,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,2009-07-30,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,28130,EXPRESS AIR,2009-08-03
1085,10,1498,412,166383,0.01,13,0.69,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,2010-09-29,NOT SPECIFIED,FURNITURE,BOOKCASES,32998,DELIVERY TRUCK,2010-09-30
1087,2,1500,412,738119,0.04,40,0.56,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,2009-06-25,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,33250,REGULAR AIR,2009-06-27
1094,2,1510,412,160327,0.01,27,0.57,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,2009-01-12,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,37862,REGULAR AIR,2009-01-15
1122,4,1549,412,48040385,0.08,46,0.59,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,2011-02-04,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,50949,REGULAR AIR,2011-02-06
1122,7,1548,412,7355,0.09,32,0.52,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,2011-02-04,MEDIUM,OFFICE SUPPLIES,RUBBER BANDS,50949,EXPRESS AIR,2011-02-05
1132,6,1561,412,44517,0.02,23,0.37,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,2012-07-02,HIGH,OFFICE SUPPLIES,PAPER,55526,REGULAR AIR,2012-07-03
1078,3,1491,413,25797,0.03,19,0.04,BRUCE STEWART,ONTARIO,ONTARIO,CORPORATE,2012-11-07,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,29927,REGULAR AIR,2012-11-08
1092,5,1508,413,9075,0.02,6,0.73,BRUCE STEWART,ONTARIO,ONTARIO,CORPORATE,2010-09-05,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,36449,REGULAR AIR,2010-09-05
1079,3,1492,414,61977,0.02,42,0.38,BRIAN THOMPSON,ONTARIO,ONTARIO,HOME OFFICE,2011-02-07,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,29953,REGULAR AIR,2011-02-10
1117,9,1543,414,24959,0.06,32,0.36,BRIAN THOMPSON,ONTARIO,ONTARIO,HOME OFFICE,2011-01-15,CRITICAL,OFFICE SUPPLIES,ENVELOPES,49189,REGULAR AIR,2011-01-18
1080,2,1493,415,751203,0.09,21,0.57,JOSEPH AIRDO,ONTARIO,ONTARIO,CORPORATE,2010-08-22,MEDIUM,OFFICE SUPPLIES,APPLIANCES,31238,EXPRESS AIR,2010-08-24
1081,4,1494,416,28538835,0.06,27,0.58,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2012-03-12,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,32067,REGULAR AIR,2012-03-13
1089,2,1502,416,904633,0,46,0.57,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2010-11-06,LOW,OFFICE SUPPLIES,APPLIANCES,33889,DELIVERY TRUCK,2010-11-11
1089,2,1503,416,36796,0.06,43,0.58,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2010-11-06,LOW,OFFICE SUPPLIES,APPLIANCES,33889,REGULAR AIR,2010-11-13
1089,9,1504,416,15905,0.04,27,0.36,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2010-11-06,LOW,OFFICE SUPPLIES,ENVELOPES,33889,REGULAR AIR,2010-11-10
1089,12,1505,416,11614,0.01,39,0.36,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2010-11-06,LOW,OFFICE SUPPLIES,LABELS,33889,REGULAR AIR,2010-11-08
1120,1,1546,416,145504,0.06,9,0.66,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2009-07-02,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,50373,REGULAR AIR,2009-07-03
1135,5,1565,416,137049,0.08,40,0.55,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2010-02-20,CRITICAL,FURNITURE,OFFICE FURNISHINGS,57538,REGULAR AIR,2010-02-22
1137,5,1568,416,37713,0.02,38,0.48,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2010-08-05,LOW,FURNITURE,OFFICE FURNISHINGS,58789,REGULAR AIR,2010-08-10
1137,3,1567,416,19551,0.03,26,0.38,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2010-08-05,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,58789,REGULAR AIR,2010-08-09
1141,17,1573,416,125548,0.06,11,0.04,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,2012-08-05,LOW,TECHNOLOGY,OFFICE MACHINES,59909,DELIVERY TRUCK,2012-08-07
